n;ins1_a;ins1_c;ins2_a;ins2_c;mer1_a;mer1_c;mer2_a;mer2_c;heap1_a;heap1_c;heap2_a;heap2_c
9337;43206702;21598683;43209002;28807886;436365;142344;307360;232488;858103;513001;673448;441020
9338;43227767;21609215;43230067;28816256;436417;142361;307401;232515;858792;513414;673296;440958
9339;43215670;21603166;43217969;28817672;436469;142378;307442;232558;858742;513376;673942;441319
9340;43232011;21611336;43234311;28825850;436521;142395;307483;232527;858333;513156;674116;441478
9341;43245326;21617993;43247625;28834022;436573;142412;307524;232563;858634;513319;674008;441364
9342;42889127;21439893;42891462;28609832;436625;142429;307565;232552;858676;513493;673941;441129
9343;42907542;21449100;42909878;28623706;436677;142446;307606;232672;858677;513440;673674;440925
9344;42912765;21451711;42915101;28626230;436729;142463;307647;232668;859932;514236;673503;440844
9345;42898550;21444603;42900888;28616158;436781;142480;307688;232660;858969;513606;673553;440924
9346;42908681;21449668;42911019;28621128;436833;142497;307729;232734;859014;513621;674017;441259
9347;42915610;21453132;42917950;28621220;436885;142514;307770;232768;859850;514118;674285;441410
9348;44063089;22026871;44065439;29247134;436937;142531;307811;232794;858786;513426;673805;441134
9349;44065874;22028263;44068224;29248518;436989;142548;307852;232796;858430;513226;673331;440828
9350;44074751;22032701;44077099;29252915;437041;142565;307893;232793;859072;513655;674134;441436
9351;44078172;22034411;44080520;29257362;437093;142582;307934;232840;859068;513588;674205;441453
9352;44089589;22040119;44091937;29263060;437145;142599;307975;232850;859294;513727;674070;441297
9353;44090074;22040361;44092422;29268734;437197;142616;308016;232922;859309;513724;674270;441446
9354;43446819;21718733;43449139;29050671;437249;142633;308057;232860;858870;513510;674494;441664
9355;43455066;21722856;43457387;29058580;437301;142650;308098;233023;859435;513832;674433;441600
9356;43457113;21723879;43459434;29059568;437353;142667;308139;233042;859515;513852;675364;442204
9357;43464578;21727611;43466900;29065940;437405;142684;308180;233056;859178;513677;675373;442234
9358;43477595;21734119;43479918;29066183;437457;142701;308221;233126;859772;514031;675233;442082
9359;43501742;21746192;43504065;29083448;437509;142718;308262;233104;859882;514096;674907;441864
9360;43506105;21748373;43508427;29085558;437561;142735;308303;233182;860649;514548;675378;442185
9361;43790300;21890470;43792617;29344328;437613;142752;308344;233138;861774;515232;675645;442356
9362;43797815;21894227;43800132;29348007;437665;142769;308385;233151;862450;515635;675269;442103
9363;43813824;21902231;43816142;29360178;437717;142786;308426;233169;861092;514838;675505;442276
9364;43830185;21910411;43832503;29368310;437769;142803;308467;233286;862124;515462;676067;442679
9365;43830054;21910345;43832372;29376442;437821;142820;308508;233321;862337;515594;675995;442553
9366;43846375;21918505;43848693;29384526;437873;142837;308549;233307;861259;514921;675164;441995
9367;44266068;22128351;44268426;29554872;437925;142854;308590;233360;860070;514194;674974;441916
9368;44267141;22128887;44269498;29555399;437977;142871;308631;233366;860617;514525;675324;442140
9369;44263884;22127258;44266244;29559950;438029;142888;308672;233375;860582;514508;675562;442288
9370;44269889;22130260;44272249;29562989;438081;142905;308713;233357;860407;514435;675709;442444
9371;44271480;22131055;44273838;29562928;438133;142922;308754;233408;860732;514580;675801;442494
9372;44276511;22133570;44278869;29565466;438185;142939;308795;233422;861403;514966;676046;442580
9373;43802696;21896662;43805032;29047854;438237;142956;308836;233590;862425;515688;675243;442023
9374;43806733;21898680;43809069;29049705;438289;142973;308877;233653;862280;515546;675600;442260
9375;43807954;21899290;43810290;29051852;438341;142990;308918;233650;862365;515628;675681;442335
9376;43817043;21903834;43819379;29056325;438393;143007;308959;233681;862634;515813;676175;442607
9377;43827682;21909153;43830019;29062372;438445;143024;309000;233661;862717;515809;675920;442433
9378;43822845;21906734;43825180;29065829;438497;143041;309041;233751;862734;515817;676144;442624
9379;43485826;21738224;43488197;29132210;438549;143058;309082;233825;862707;515775;676248;442722
9380;43507893;21749257;43510264;29150134;438601;143075;309123;233844;862525;515671;676128;442596
9381;43539072;21764846;43541446;29167364;438653;143092;309164;233796;863104;516040;676261;442735
9382;43540931;21765775;43543305;29168180;438705;143109;309205;233885;863012;515972;676153;442624
9383;43517812;21754215;43520185;29155540;438757;143126;309246;233921;863530;516268;676706;442985
9384;43534749;21762683;43537123;29163926;438809;143143;309287;233944;863354;516179;676044;442560
9385;43736388;21863502;43738767;29067866;438861;143160;309328;233993;862791;515916;676147;442714
9386;43747535;21869075;43749914;29073529;438913;143177;309369;233961;862928;516005;676333;442858
9387;43757588;21874101;43759967;29079062;438965;143194;309410;234040;862894;515935;676639;442996
9388;43759623;21875118;43762002;29080035;439017;143211;309451;234060;863195;516137;676260;442749
9389;43780662;21885637;43783044;29094402;439069;143228;309492;234067;862731;515877;676924;443167
9390;43789881;21890246;43792264;29098997;439121;143245;309533;234141;863006;516020;677104;443359
9391;43802410;21896510;43804794;29106826;439173;143262;309574;234182;863427;516285;676924;443209
9392;43987145;21988877;43989521;29328034;439225;143279;309615;234150;864293;516713;677550;443574
9393;43988282;21989445;43990658;29333622;439277;143296;309656;234112;863821;516481;677685;443685
9394;44000889;21995748;44003264;29340004;439329;143313;309697;234173;865036;517168;678113;443990
9395;43997160;21993883;43999537;29337440;439381;143330;309738;234240;864942;517089;678109;443971
9396;44003045;21996825;44005422;29340276;439433;143347;309779;234280;864356;516719;677525;443537
9397;44006276;21998440;44008654;29343278;439485;143364;309820;234315;864461;516800;677632;443659
9398;44300437;22145520;44302780;29582266;439537;143381;309861;234404;864900;517116;678328;444088
9399;44317672;22154137;44320016;29593638;439589;143398;309902;234414;864924;517122;677791;443749
9400;44315113;22152857;44317458;29596889;439641;143415;309943;234459;865015;517195;677884;443809
9401;44325536;22158068;44327881;29602342;439693;143432;309984;234463;864848;517043;678025;443887
9402;44354333;22172466;44356679;29617671;439745;143449;310025;234559;864948;517119;678383;444158
9403;44356962;22173780;44359310;29618896;439797;143466;310066;234529;864926;517127;678195;443991
9404;44777267;22383932;44779627;29824806;439849;143483;310107;234478;864157;516682;677425;443455
9405;44792032;22391314;44794393;29837156;439901;143500;310148;234565;864055;516652;676899;443058
9406;44798843;22394719;44801204;29840478;439953;143517;310189;234537;864006;516621;677319;443385
9407;44816018;22403306;44818381;29849794;440005;143534;310230;234563;864823;517120;677578;443539
9408;44816405;22403499;44818768;29849926;440057;143551;310271;234579;864892;517159;677253;443349
9409;44828620;22409606;44830984;29861936;440109;143568;310312;234619;864268;516802;677549;443609
9410;44309123;22149857;44311496;29490735;440161;143585;310353;234653;865409;517310;678613;444286
9411;44331556;22161073;44333928;29505178;440213;143602;310394;234699;865438;517315;678575;444290
9412;44341545;22166067;44343916;29506371;440265;143619;310435;234646;865464;517335;678900;444459
9413;44344694;22167641;44347066;29512834;440317;143636;310476;234669;865346;517310;679010;444602
9414;44345751;22168169;44348123;29513357;440369;143653;310517;234726;865021;517108;678873;444483
9415;44353542;22172064;44355916;29520666;440421;143670;310558;234756;865911;517644;679520;444953
9416;44623165;22306875;44625508;29609159;440473;143687;310599;234838;865309;517291;678998;444584
9417;44648780;22319682;44651124;29622674;440525;143704;310640;234855;865755;517596;678534;444318
9418;44661429;22326006;44663772;29628940;440577;143721;310681;234955;865153;517210;678475;444256
9419;44656836;22323709;44659180;29626372;440629;143738;310722;234999;865614;517500;679081;444715
9420;44670285;22330433;44672629;29633070;440681;143755;310763;234964;865897;517720;679440;444861
9421;44670250;22330415;44672596;29632324;440733;143772;310804;235060;865683;517566;679228;444763
9422;44625573;22308076;44628009;29821273;440785;143789;310845;235026;866649;518094;680315;445490
9423;44641146;22315862;44643583;29831082;440837;143806;310886;235103;866404;518023;679397;444848
9424;44656855;22323716;44659292;29838952;440889;143823;310927;235057;866627;518123;679810;445123
9425;44666020;22328298;44668457;29846728;440941;143840;310968;235067;867350;518564;680174;445355
9426;44682155;22336365;44684592;29854765;440993;143857;311009;235154;866832;518247;679762;445042
9427;44699498;22345036;44701934;29862278;441045;143874;311050;235117;866313;517971;680016;445224
9428;44416113;22203343;44418461;29738947;441097;143891;311091;235219;867242;518465;680176;445360
9429;44434820;22212696;44437169;29746768;441149;143908;311132;235246;867245;518468;680510;445616
9430;44436793;22213682;44439141;29747692;441201;143925;311173;235298;867608;518690;680480;445514
9431;44464080;22227325;44466428;29768066;441253;143942;311214;235319;868148;519032;680461;445525
9432;44479887;22235228;44482235;29775987;441305;143959;311255;235416;867197;518465;680940;445878
9433;44482906;22236737;44485253;29783832;441357;143976;311296;235365;867714;518745;680271;445425
9434;44477321;22233944;44479669;29786028;441409;143993;311337;235443;868062;518988;680632;445690
9435;45126344;22558455;45128740;30059604;441461;144010;311378;235505;867608;518756;680626;445591
9436;45153033;22571799;45155428;30073107;441513;144027;311419;235487;867072;518436;680688;445680
9437;45166000;22578282;45168398;30085152;441565;144044;311460;235517;867388;518650;680948;445802
9438;45179465;22585014;45181862;30091878;441617;144061;311501;235538;867471;518694;680683;445627
9439;45170678;22580620;45173076;30092220;441669;144078;311542;235566;868268;519140;680748;445698
9440;44283213;22136887;44285592;29556819;441721;144095;311583;235503;869147;519644;681645;446403
9441;44292298;22141429;44294677;29565934;441773;144112;311624;235671;869036;519596;681723;446397
9442;44295125;22142842;44297505;29567393;441825;144129;311665;235629;869737;520009;681599;446390
9443;44301272;22145915;44303653;29572098;441877;144146;311706;235612;869454;519798;681878;446510
9444;44322763;22156660;44325143;29583181;441929;144163;311747;235709;869863;520030;681736;446431
9445;44340216;22165386;44342597;29597618;441981;144180;311788;235690;869352;519741;682413;446886
9446;44582007;22286281;44584389;29763196;442033;144197;311829;235778;869126;519677;681317;446063
9447;44598146;22294350;44600529;29775734;442085;144214;311870;235754;869413;519835;682049;446603
9448;44611717;22301135;44614100;29782441;442137;144231;311911;235896;869017;519631;681806;446444
9449;44620216;22305384;44622599;29789122;442189;144248;311952;235887;868740;519462;682246;446749
9450;44647985;22319268;44650370;29802155;442241;144265;311993;235866;869133;519642;681795;446394
9451;44661600;22326075;44663985;29812840;442293;144282;312034;235876;869039;519626;682170;446640
9452;44948219;22469384;44950552;29753120;442345;144299;312075;236044;868990;519574;682009;446575
9453;44950226;22470387;44952559;29758660;442397;144316;312116;236093;869607;519930;682933;447157
9454;44952087;22471317;44954420;29759537;442449;144333;312157;236038;869437;519850;681836;446423
9455;44975220;22482883;44977555;29772608;442501;144350;312198;236080;869871;520116;681664;446308
9456;44984029;22487287;44986364;29776998;442553;144367;312239;236091;870173;520295;681860;446435
9457;44995796;22493170;44998133;29784268;442605;144384;312280;236095;869797;520060;682718;447035
9458;44755019;22372781;44757447;29892353;442657;144401;312321;236121;870284;520343;683174;447248
9459;44769544;22380043;44771973;29906546;442709;144418;312362;236083;871049;520760;683142;447270
9460;44775833;22383187;44778260;29909973;442761;144435;312403;236180;870866;520655;682641;446949
9461;44789406;22389973;44791834;29918682;442813;144452;312444;236197;871033;520777;682956;447162
9462;44791537;22391038;44793965;29919758;442865;144469;312485;236261;871014;520719;683012;447206
9463;44798848;22394693;44801277;29926284;442917;144486;312526;236246;871413;520992;683437;447472
9464;44804833;22397685;44807263;29929360;442969;144503;312567;236274;871508;521066;683953;447898
9465;45225826;22608181;45228202;30194736;443021;144520;312608;236318;870262;520312;683555;447539
9466;45238641;22614588;45241016;30201151;443073;144537;312649;236429;870811;520666;682907;447194
9467;45237552;22614043;45239930;30195854;443125;144554;312690;236501;870434;520451;683944;447757
9468;45226331;22608432;45228707;30191712;443177;144571;312731;236445;870755;520586;683057;447227
9469;45235666;22613099;45238042;30197800;443229;144588;312772;236495;871434;521025;683228;447314
9470;45228299;22609415;45230676;30187261;443281;144605;312813;236585;870879;520680;683322;447405
9471;44776856;22383693;44779216;29849742;443333;144622;312854;236562;871706;521147;683437;447457
9472;44781271;22385900;44783630;29846859;443385;144639;312895;236554;871528;521017;683148;447258
9473;44797756;22394142;44800116;29858138;443437;144656;312936;236587;872195;521447;683419;447433
9474;44811959;22401243;44814320;29866858;443489;144673;312977;236645;872049;521388;683212;447352
9475;44819144;22404835;44821506;29872238;443541;144690;313018;236665;871888;521221;683398;447445
9476;44810727;22400626;44813088;29876041;443593;144707;313059;236690;871936;521281;683219;447359
9477;45055986;22523255;45058264;29955494;443645;144724;313100;236781;871868;521276;683462;447515
